epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,4.0644773973846435,0.07654,3.72593640089035,0.1124,0.09997532801828658,249.81940293312073
2,3.5148126110839844,0.15306,3.297015202045441,0.2015,0.09990133642141358,276.37233090400696
3,3.0734374168395995,0.2332,2.961274688243866,0.2633,0.099778098230154,307.36284589767456
4,2.6878738705444336,0.30782,2.535035480260849,0.3393,0.0996057350657239,305.58828592300415
5,2.329540872116089,0.38202,2.322526806592941,0.3888,0.09938441702975688,316.0306088924408
6,2.0698383279037476,0.43912,2.1354490840435028,0.4312,0.09911436253643444,316.8594057559967
7,1.8868908364868164,0.48002,1.9248906576633453,0.4807,0.09879583809693737,313.32420921325684
8,1.7542502938079834,0.5119,1.935389040708542,0.4899,0.09842915805643156,315.1027829647064
9,1.6552335346221925,0.53598,1.7862600910663604,0.5181,0.09801468428384716,315.84818291664124
10,1.5661002173614502,0.55896,1.7024826681613923,0.5315,0.09755282581475769,325.15264987945557
11,1.513665772743225,0.57298,1.629346969127655,0.546,0.09704403844771128,328.21280789375305
12,1.4503780905914307,0.58596,1.5912560260295867,0.5576,0.09648882429441258,325.64037895202637
13,1.405219935646057,0.60102,1.6534106308221816,0.5508,0.09588773128419906,323.78214287757874
14,1.3657668676376342,0.61018,1.7331364250183106,0.5385,0.09524135262330098,323.7864360809326
15,1.3256435956192016,0.61824,1.6543640530109405,0.5489,0.0945503262094184,322.5621271133423
16,1.2874532780075074,0.62952,1.66502748131752,0.5606,0.09381533400219319,320.54680919647217
17,1.2653942309188844,0.63456,1.5547186315059662,0.5755,0.0930371013501972,322.21551990509033
18,1.232539817352295,0.64248,1.522644455432892,0.5776,0.09221639627510078,320.08009910583496
19,1.217031572265625,0.64982,1.4291849499940872,0.6024,0.09135402871372812,305.0218012332916
20,1.1887310580062866,0.65354,1.5228395277261735,0.5789,0.09045084971874741,328.9634609222412
21,1.1703672556304932,0.66056,1.4779438078403473,0.5991,0.08950775061878455,332.4989891052246
22,1.1446645360946655,0.66648,1.5340970599651336,0.5862,0.08852566213878948,289.0359969139099
23,1.1260985807418824,0.6715,1.496252002120018,0.5979,0.087505553481523,289.92631340026855
24,1.0973434397125243,0.67852,1.7296867597103118,0.5487,0.0864484313710706,305.5348882675171
25,1.0838411415100098,0.68198,1.4684973973035813,0.6068,0.08535533905932739,296.92644596099854
26,1.0651990127182007,0.68808,1.4533440870046617,0.607,0.08422735529643445,288.97064995765686
27,1.0501294554901124,0.69264,1.4439566588401795,0.6086,0.08306559326618261,275.9143261909485
28,1.0427154801559448,0.69394,1.405029953122139,0.609,0.0818711994874345,273.8072738647461
29,1.0124386170959472,0.6989,1.5227080595493316,0.5938,0.08064535268264884,272.18294286727905
30,0.9961596692657471,0.70576,1.3893558925390244,0.6299,0.07938926261462369,283.3881208896637
31,0.975087253856659,0.71152,1.46147447347641,0.6078,0.07810416889260656,290.34719491004944
32,0.968521643447876,0.71248,1.3516290521621703,0.6316,0.07679133974894985,274.81184911727905
33,0.9452546458435058,0.71874,1.351909317970276,0.634,0.07545207078751859,307.2450349330902
34,0.9309312766647339,0.72264,1.4539249086380004,0.6134,0.07408768370508578,334.058895111084
35,0.9175838856887817,0.727,1.4022907721996307,0.6173,0.07269952498697736,349.34066915512085
36,0.8908793930816651,0.73548,1.3719605433940887,0.6246,0.07128896457825365,346.56548714637756
37,0.8740845026779175,0.73876,1.3526114588975906,0.6347,0.06985739453173904,329.96706676483154
38,0.8661992244720459,0.74064,1.3631678819656372,0.6359,0.06840622763423393,342.1163840293884
39,0.8473366197013855,0.7448,1.33101445376873,0.6428,0.0669368960122646,355.5241312980652
40,0.8217927491760254,0.75354,1.366189775466919,0.6351,0.0654508497187474,360.854768037796
41,0.8041678527450562,0.757,1.307588576078415,0.6428,0.0639495553019615,365.53784012794495
42,0.7836981513595581,0.76348,1.349257656931877,0.6457,0.06243449435824276,333.3996820449829
43,0.7764883462333679,0.76556,1.347568472623825,0.6399,0.060907162069827166,271.3179352283478
44,0.7537084833145141,0.77176,1.3124089002609254,0.6476,0.059369065729286276,259.9296929836273
45,0.7369360936355591,0.77726,1.3285398828983306,0.6559,0.057821723252011584,266.7037410736084
46,0.7034005711364746,0.7863,1.393460642695427,0.6386,0.05626666167821526,280.44005393981934
47,0.6959495157432556,0.78858,1.3752528071403503,0.6436,0.054705415665925745,294.7505302429199
48,0.6670840072441101,0.79598,1.3385490900278092,0.6539,0.05313952597646571,297.6919598579407
49,0.6514389736175538,0.80194,1.3453812891244887,0.6545,0.051570537953906447,302.73327708244324
50,0.6303461430358887,0.80662,1.4062354677915574,0.6443,0.05000000000000003,303.51303005218506
51,0.6100451229095459,0.81294,1.2881194126605988,0.6561,0.048429462046093615,306.98811078071594
52,0.5934804918289185,0.8183,1.3307050448656081,0.654,0.04686047402353436,308.61652517318726
53,0.5703110842895508,0.82558,1.3147289431095124,0.6575,0.04529458433407431,307.0697920322418
54,0.5356543978500367,0.83618,1.284747542142868,0.6683,0.04373333832178482,305.4289116859436
55,0.5202502312469482,0.83844,1.2695340621471405,0.6753,0.04217827674798848,306.5466470718384
56,0.5030843888473511,0.8447,1.3657873642444611,0.6545,0.04063093427071379,306.72194814682007
57,0.4707564404296875,0.8537,1.3200534069538117,0.6719,0.03909283793017291,315.8246343135834
58,0.4520079985332489,0.86146,1.3512829905748367,0.6639,0.03756550564175728,308.0115211009979
59,0.42845127186775206,0.86828,1.2637279677391051,0.6761,0.036050444698038565,307.8110258579254
60,0.4014117605113983,0.8763,1.2877010428905487,0.6826,0.03454915028125267,307.3369779586792
61,0.3894919006729126,0.87946,1.2997570556402207,0.6651,0.03306310398773545,305.9870960712433
62,0.3542131707572937,0.89126,1.2329598355293274,0.6835,0.03159377236576614,303.94664192199707
63,0.3314075747108459,0.8979,1.2398412942886352,0.6878,0.030142605468260985,307.5740008354187
64,0.30522884153366087,0.90686,1.2048756027221679,0.6962,0.028711035421746387,301.41506910324097
65,0.2896155518722534,0.91204,1.2567221653461456,0.6854,0.02730047501302268,301.9903609752655
66,0.25874705801010134,0.92284,1.2313267117738724,0.6894,0.025912316294914247,301.44786405563354
67,0.24128840922355652,0.92618,1.2181330966949462,0.696,0.024547929212481452,301.9874482154846
68,0.21634000329494477,0.93536,1.2124290400743485,0.7044,0.023208660251050173,304.64031410217285
69,0.192900230884552,0.94408,1.1618158942461014,0.7127,0.02189583110739348,301.3844881057739
70,0.1732862044095993,0.94912,1.1664590495824814,0.7157,0.020610737385376363,299.51509499549866
71,0.15116138812541963,0.95786,1.1698216372728347,0.7163,0.019354647317351183,298.35641169548035
72,0.1381166154408455,0.96182,1.1091430795192718,0.7264,0.018128800512565525,304.16566610336304
73,0.11593308238983155,0.96906,1.0867960613965988,0.7329,0.016934406733817426,298.6284682750702
74,0.10453520590782166,0.97214,1.0889260441064834,0.7341,0.015772644703565576,300.03717970848083
75,0.08813366833209992,0.9782,1.092179864346981,0.7336,0.014644660940672639,299.76157689094543
76,0.07541662774324417,0.98228,1.062946035861969,0.7402,0.013551568628929445,299.8772201538086
77,0.06552067826151847,0.98504,1.0432603251934052,0.7401,0.01249444651847703,298.71495389938354
78,0.055929465445280074,0.98764,1.0216370916366577,0.7475,0.011474337861210552,297.64927411079407
79,0.049438589268922806,0.9897,1.0282431542873383,0.7456,0.010492249381215488,297.3308370113373
80,0.04298690463542938,0.99162,0.992893200814724,0.7526,0.00954915028125264,301.1164801120758
81,0.037015856417417524,0.9927,0.9757832977175712,0.7563,0.00864597128627192,298.9180998802185
82,0.03264328064918518,0.99432,0.9694337943196296,0.7566,0.007783603724899262,299.82406306266785
83,0.028365969504117967,0.99554,0.9551348826289177,0.7601,0.006962898649802817,298.0202898979187
84,0.025743198763132094,0.996,0.9469262114167214,0.7624,0.006184665997806825,299.8947789669037
85,0.023208607923984527,0.99724,0.9444163614511489,0.7636,0.005449673790581614,297.20039081573486
86,0.022326924850344657,0.997,0.9399242001771927,0.7626,0.004758647376699035,300.8147168159485
87,0.020417864738702773,0.99756,0.9300769427418709,0.7644,0.004112268715800957,303.2992219924927
88,0.01934116481781006,0.99784,0.9293543350696564,0.7634,0.003511175705587435,285.8959951400757
89,0.01900622788190842,0.9974,0.9263546344637871,0.7653,0.0029559615522887295,287.25120306015015
90,0.018020272834300993,0.99814,0.9206482180953026,0.767,0.0024471741852423253,288.8479571342468
91,0.017149269078969954,0.99816,0.9205867376923561,0.7663,0.0019853157161528537,290.54590606689453
92,0.016922618786692618,0.9983,0.9153478997945785,0.7688,0.0015708419435684529,297.67607712745667
93,0.0165101355612278,0.99828,0.9155786287784576,0.768,0.0012041619030626347,294.42037296295166
94,0.016096149988770486,0.99844,0.9104702270030975,0.7692,0.0008856374635655646,303.90693402290344
95,0.015463965076208114,0.99858,0.9119179978966713,0.7711,0.0006155829702431174,308.5048928260803
96,0.015676667909026144,0.9984,0.9085342264175416,0.7713,0.00039426493427611206,304.1981439590454
97,0.015322086467146874,0.99854,0.9073120021820068,0.7704,0.00022190176984600036,310.3340787887573
98,0.01491382641017437,0.9989,0.9083066579699516,0.7725,9.866357858642213e-05,321.56456327438354
99,0.015094333134889603,0.99864,0.9063606211543083,0.7701,2.4671981713420017e-05,307.55083894729614
100,0.01490851515620947,0.99868,0.9075074264407158,0.7685,0.0,286.87713599205017
