epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,4.0633177796936035,0.07336,3.697968008518219,0.12,0.09997532801828658,295.10204315185547
2,3.5154697295379638,0.15196,3.2126739692687987,0.2007,0.09990133642141358,282.99030780792236
3,3.0648656507110594,0.22976,2.7644643688201906,0.2899,0.099778098230154,291.1191611289978
4,2.6550758404541015,0.31314,2.589321665763855,0.3293,0.0996057350657239,290.9172739982605
5,2.340344743270874,0.37834,2.2979122292995453,0.3975,0.09938441702975688,291.66369795799255
6,2.0979097510147096,0.43134,2.0461284363269807,0.4494,0.09911436253643444,291.38367915153503
7,1.9215595837783814,0.4728,1.8961908388137818,0.4749,0.09879583809693737,295.26712012290955
8,1.7860694289779664,0.50482,1.8153906083106994,0.5014,0.09842915805643156,291.2169909477234
9,1.6881816738510131,0.52676,1.762790697813034,0.5162,0.09801468428384716,293.22184014320374
10,1.6081614044570922,0.54658,1.7557728624343871,0.5243,0.09755282581475769,291.9191360473633
11,1.545068708152771,0.5625,1.8050054562091828,0.51,0.09704403844771128,290.0947377681732
12,1.4872899365997314,0.58044,1.6037984025478362,0.5568,0.09648882429441258,287.7653560638428
13,1.4363284839248658,0.58918,1.6066160714626312,0.5605,0.09588773128419906,294.5207917690277
14,1.3977587789535522,0.60036,1.5194029200077057,0.5774,0.09524135262330098,286.3330829143524
15,1.3618745278167725,0.61002,1.5452405416965485,0.5712,0.0945503262094184,286.27203917503357
16,1.3321536655426025,0.61668,1.5064532446861267,0.5822,0.09381533400219319,288.45420479774475
17,1.3024311386489869,0.6263,1.432477263212204,0.6029,0.0930371013501972,285.8343460559845
18,1.2682966369247437,0.63612,1.4916607129573822,0.5858,0.09221639627510078,285.2248330116272
19,1.2524528618240356,0.63958,1.5429057002067565,0.5715,0.09135402871372812,295.0334348678589
20,1.2266131698608398,0.6461,1.4323647648096085,0.6087,0.09045084971874741,284.5894320011139
21,1.2022223176193236,0.6528,1.4716573578119279,0.5932,0.08950775061878455,286.03765296936035
22,1.1861510835647584,0.65486,1.4066306680440903,0.6089,0.08852566213878948,286.6458067893982
23,1.1615067331695557,0.66158,1.4132789373397827,0.6066,0.087505553481523,285.72585105895996
24,1.1421884438323975,0.66678,1.489525089263916,0.5953,0.0864484313710706,284.35835790634155
25,1.125245756072998,0.67164,1.3428148180246353,0.6291,0.08535533905932739,288.9329390525818
26,1.1069853854751588,0.67688,1.3949577844142913,0.6099,0.08422735529643445,285.2902247905731
27,1.0887788271713257,0.68212,1.4061065244674682,0.6137,0.08306559326618261,285.00778794288635
28,1.07633936668396,0.6854,1.4053572636842728,0.6142,0.0818711994874345,285.6828279495239
29,1.0577224201583861,0.6905,1.3072941225767136,0.6391,0.08064535268264884,284.96406292915344
30,1.037786422996521,0.69636,1.380431358218193,0.6228,0.07938926261462369,285.10757303237915
31,1.0224641424179077,0.69828,1.2643316602706909,0.6454,0.07810416889260656,291.2709550857544
32,1.0061942838287354,0.70342,1.308174712061882,0.6381,0.07679133974894985,284.71027994155884
33,0.9832710533332825,0.71132,1.3532693576812744,0.6323,0.07545207078751859,285.61231780052185
34,0.9745189769172669,0.71288,1.2471035361289977,0.6518,0.07408768370508578,286.8112168312073
35,0.9488777745819091,0.7186,1.3041210496425628,0.6408,0.07269952498697736,285.66039180755615
36,0.940437357749939,0.72182,1.3204167991876603,0.6402,0.07128896457825365,284.197860956192
37,0.9165114026260376,0.72988,1.2928274631500245,0.6401,0.06985739453173904,287.1328320503235
